timestamp,node_id,latitude,longitude,tilt_x,tilt_y,vibration,displacement,crack_level,temperature,label,previous_displacement,displacement_rate,total_tilt,previous_tilt,tilt_rate,previous_vibration,vibration_change
2026-08-25 02:44:37,NODE_01,23.6345,86.1523,0.44,0.221,0.0524,0.571,0,30.72,NORMAL,0.715,-0.144,0.492,0.522,-0.03,0.0713,-0.0189
2026-08-25 02:45:37,NODE_01,23.6345,86.1523,0.477,0.22,0.0605,0.639,0,30.7,NORMAL,0.571,0.068,0.525,0.492,0.033,0.0524,0.0081
2026-08-25 02:46:37,NODE_01,23.6345,86.1523,0.462,0.241,0.0577,0.605,0,30.71,NORMAL,0.639,-0.034,0.521,0.525,-0.004,0.0605,-0.0028
2026-08-25 02:47:37,NODE_01,23.6345,86.1523,0.454,0.209,0.0638,0.569,0,30.91,NORMAL,0.605,-0.036,0.5,0.521,-0.021,0.0577,0.0061
2026-08-25 02:48:37,NODE_01,23.6345,86.1523,0.433,0.22,0.0674,0.602,0,31.01,NORMAL,0.569,0.033,0.486,0.5,-0.014,0.0638,0.0036
2026-08-25 02:49:37,NODE_01,23.6345,86.1523,0.452,0.248,0.0693,0.636,0,31.01,NORMAL,0.602,0.034,0.516,0.486,0.03,0.0674,0.0019
2026-08-25 02:50:37,NODE_01,23.6345,86.1523,0.459,0.212,0.0581,0.626,0,30.88,NORMAL,0.636,-0.01,0.506,0.516,-0.01,0.0693,-0.0112
2026-08-25 02:51:37,NODE_01,23.6345,86.1523,0.451,0.233,0.0639,0.678,0,30.81,NORMAL,0.626,0.052,0.508,0.506,0.002,0.0581,0.0058
2026-08-25 02:52:37,NODE_01,23.6345,86.1523,0.439,0.205,0.0579,0.639,0,31.0,NORMAL,0.678,-0.039,0.485,0.508,-0.023,0.0639,-0.006
2026-08-25 02:53:37,NODE_01,23.6345,86.1523,0.442,0.246,0.0543,0.633,0,30.89,NORMAL,0.639,-0.006,0.506,0.485,0.021,0.0579,-0.0036
2026-08-25 02:54:37,NODE_01,23.6345,86.1523,0.412,0.23,0.063,0.66,0,30.79,NORMAL,0.633,0.027,0.472,0.506,-0.034,0.0543,0.0087
2026-08-25 02:55:37,NODE_01,23.6345,86.1523,0.482,0.251,0.0571,0.632,0,30.96,NORMAL,0.66,-0.028,0.543,0.472,0.071,0.063,-0.0059
2026-08-25 02:56:37,NODE_01,23.6345,86.1523,0.42,0.276,0.0616,0.622,0,30.73,NORMAL,0.632,-0.01,0.503,0.543,-0.04,0.0571,0.0045
2026-08-25 02:57:37,NODE_01,23.6345,86.1523,0.449,0.227,0.0561,0.552,0,30.89,NORMAL,0.622,-0.07,0.503,0.503,0.0,0.0616,-0.0055
2026-08-25 02:58:37,NODE_01,23.6345,86.1523,0.443,0.231,0.0609,0.655,0,31.23,NORMAL,0.552,0.103,0.5,0.503,-0.003,0.0561,0.0048
2026-08-25 02:59:37,NODE_01,23.6345,86.1523,0.474,0.259,0.0578,0.611,0,31.27,NORMAL,0.655,-0.044,0.54,0.5,0.04,0.0609,-0.0031
2026-08-25 03:00:37,NODE_01,23.6345,86.1523,0.484,0.222,0.0572,0.554,0,31.18,NORMAL,0.611,-0.057,0.532,0.54,-0.008,0.0578,-0.0006
2026-08-25 03:01:37,NODE_01,23.6345,86.1523,0.473,0.253,0.0613,0.561,0,31.41,NORMAL,0.554,0.007,0.536,0.532,0.004,0.0572,0.0041
2026-08-25 03:02:37,NODE_01,23.6345,86.1523,0.461,0.275,0.0566,0.645,0,31.19,NORMAL,0.561,0.084,0.537,0.536,0.001,0.0613,-0.0047
2026-08-25 03:03:37,NODE_01,23.6345,86.1523,0.449,0.225,0.0538,0.682,0,30.94,NORMAL,0.645,0.037,0.502,0.537,-0.035,0.0566,-0.0028
2026-08-25 03:04:37,NODE_01,23.6345,86.1523,0.463,0.23,0.0551,0.651,0,31.36,NORMAL,0.682,-0.031,0.517,0.502,0.015,0.0538,0.0013
2026-08-25 03:05:37,NODE_01,23.6345,86.1523,0.447,0.207,0.0602,0.674,0,30.99,NORMAL,0.651,0.023,0.493,0.517,-0.024,0.0551,0.0051
2026-08-25 03:06:37,NODE_01,23.6345,86.1523,0.443,0.236,0.0589,0.622,0,31.46,NORMAL,0.674,-0.052,0.502,0.493,0.009,0.0602,-0.0013
2026-08-25 03:07:37,NODE_01,23.6345,86.1523,0.452,0.235,0.0708,0.65,0,31.46,NORMAL,0.622,0.028,0.509,0.502,0.007,0.0589,0.0119
2026-08-25 03:08:37,NODE_01,23.6345,86.1523,0.48,0.244,0.0675,0.634,0,31.39,NORMAL,0.65,-0.016,0.538,0.509,0.029,0.0708,-0.0033
2026-08-25 03:09:37,NODE_01,23.6345,86.1523,0.489,0.239,0.0555,0.619,0,31.52,NORMAL,0.634,-0.015,0.544,0.538,0.006,0.0675,-0.012
2026-08-25 03:10:37,NODE_01,23.6345,86.1523,0.476,0.263,0.0605,0.627,0,31.42,NORMAL,0.619,0.008,0.544,0.544,0.0,0.0555,0.005
2026-08-25 03:11:37,NODE_01,23.6345,86.1523,0.437,0.239,0.0561,0.626,0,31.73,NORMAL,0.627,-0.001,0.498,0.544,-0.046,0.0605,-0.0044
2026-08-25 03:12:37,NODE_01,23.6345,86.1523,0.472,0.218,0.0606,0.574,0,31.87,NORMAL,0.626,-0.052,0.52,0.498,0.022,0.0561,0.0045
2026-08-25 03:13:37,NODE_01,23.6345,86.1523,0.472,0.226,0.053,0.595,0,31.71,NORMAL,0.574,0.021,0.523,0.52,0.003,0.0606,-0.0076
2026-08-25 03:14:37,NODE_01,23.6345,86.1523,0.437,0.23,0.0565,0.631,0,31.69,NORMAL,0.595,0.036,0.494,0.523,-0.029,0.053,0.0035
2026-08-25 03:15:37,NODE_01,23.6345,86.1523,0.46,0.236,0.0598,0.578,0,31.38,NORMAL,0.631,-0.053,0.517,0.494,0.023,0.0565,0.0033
2026-08-25 03:16:37,NODE_01,23.6345,86.1523,0.428,0.242,0.0533,0.592,0,31.62,NORMAL,0.578,0.014,0.492,0.517,-0.025,0.0598,-0.0065
2026-08-25 03:17:37,NODE_01,23.6345,86.1523,0.477,0.2,0.0668,0.608,0,31.36,NORMAL,0.592,0.016,0.517,0.492,0.025,0.0533,0.0135
2026-08-25 03:18:37,NODE_01,23.6345,86.1523,0.463,0.256,0.0548,0.634,0,31.66,NORMAL,0.608,0.026,0.529,0.517,0.012,0.0668,-0.012
2026-08-25 03:19:37,NODE_01,23.6345,86.1523,0.437,0.241,0.0735,0.636,0,31.44,NORMAL,0.634,0.002,0.499,0.529,-0.03,0.0548,0.0187
2026-08-25 03:20:37,NODE_01,23.6345,86.1523,0.439,0.225,0.0551,0.624,0,31.44,NORMAL,0.636,-0.012,0.493,0.499,-0.006,0.0735,-0.0184
2026-08-25 03:21:37,NODE_01,23.6345,86.1523,0.463,0.229,0.0548,0.638,0,31.5,NORMAL,0.624,0.014,0.517,0.493,0.024,0.0551,-0.0003
2026-08-25 03:22:37,NODE_01,23.6345,86.1523,0.482,0.233,0.0576,0.577,0,32.04,NORMAL,0.638,-0.061,0.535,0.517,0.018,0.0548,0.0028
2026-08-25 03:23:37,NODE_01,23.6345,86.1523,0.434,0.222,0.0883,0.644,0,31.46,NORMAL,0.577,0.067,0.487,0.535,-0.048,0.0576,0.0307
2026-08-25 03:24:37,NODE_01,23.6345,86.1523,0.436,0.253,0.0641,0.548,0,31.46,NORMAL,0.644,-0.096,0.504,0.487,0.017,0.0883,-0.0242
2026-08-25 03:25:37,NODE_01,23.6345,86.1523,0.418,0.233,0.0576,0.578,0,31.56,NORMAL,0.548,0.03,0.479,0.504,-0.025,0.0641,-0.0065
